Tipo;Endereco;CEP;UF;Bairro;Numeracao;Localidade;;
RUA;PEDRO MOLINA;17604670;SP;JARDIM GUANABARA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PEDRO MOLINA','17604670','SP','JARDIM GUANABARA','','TUPA'); "
RUA;PEDRO MORENO GOMES;17607184;SP;JARDIM PARQUE SCANDIUZZI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PEDRO MORENO GOMES','17607184','SP','JARDIM PARQUE SCANDIUZZI','','TUPA'); "
RUA;PEDRO PAVANELLI;17602045;SP;JARDIM SANTA MARIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PEDRO PAVANELLI','17602045','SP','JARDIM SANTA MARIA','','TUPA'); "
RUA;PEDRO PEREIRA BARBOSA;17610447;SP;CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PEDRO PEREIRA BARBOSA','17610447','SP','CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI','','TUPA'); "
RUA;PEDRO PEREIRA BARBOSA;17610530;SP;CONJUNTO HABITACIONAL PAPA JOÃO PAULO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PEDRO PEREIRA BARBOSA','17610530','SP','CONJUNTO HABITACIONAL PAPA JOÃO PAULO II','','TUPA'); "
AVENIDA;PEDRO PEREIRA DE SOUZA;17604560;SP;VILA SANTA RITA DE CÁSSIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','PEDRO PEREIRA DE SOUZA','17604560','SP','VILA SANTA RITA DE CÁSSIA','','TUPA'); "
RUA;PROFESSOR PEDRO PEREZ;17602665;SP;CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PROFESSOR PEDRO PEREZ','17602665','SP','CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO','','TUPA'); "
RUA;PEDRO SANCHES SERRANO;17601240;SP;VILA ABARCA;- ATÉ 190/191;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PEDRO SANCHES SERRANO','17601240','SP','VILA ABARCA','- ATÉ 190/191','TUPA'); "
RUA;PEDRO SANCHES SERRANO;17607050;SP;JARDIM RUBIÁCEA;- DE 192/193 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PEDRO SANCHES SERRANO','17607050','SP','JARDIM RUBIÁCEA','- DE 192/193 AO FIM','TUPA'); "
RUA;PIONEIRO PEDRO STEFANELLI;17602774;SP;CONJUNTO HABITACIONAL SEVERINO FORTUNATO DA SILVA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO PEDRO STEFANELLI','17602774','SP','CONJUNTO HABITACIONAL SEVERINO FORTUNATO DA SILVA','','TUPA'); "
RUA;DAS PEROBAS;17603856;SP;DELTA VILLE TÊNIS CLUB;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DAS PEROBAS','17603856','SP','DELTA VILLE TÊNIS CLUB','','TUPA'); "
RUA;PERU;17605330;SP;JARDIM AMÉRICA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PERU','17605330','SP','JARDIM AMÉRICA','','TUPA'); "
RUA;PERU;17602410;SP;JARDIM MARABÁ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PERU','17602410','SP','JARDIM MARABÁ','','TUPA'); "
RUA;PERUÍBE;17602333;SP;PARQUE MARIA CRISTINA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PERUÍBE','17602333','SP','PARQUE MARIA CRISTINA','','TUPA'); "
PRAÇA;DOS PIONEIROS;17600007;SP;CENTRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('PRAÇA','DOS PIONEIROS','17600007','SP','CENTRO','','TUPA'); "
RUA;PIRAQUARAS;17600330;SP;CENTRO;- ATÉ 360/361;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIRAQUARAS','17600330','SP','CENTRO','- ATÉ 360/361','TUPA'); "
RUA;PIRAQUARAS;17604120;SP;CENTRO;- DE 362/363 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIRAQUARAS','17604120','SP','CENTRO','- DE 362/363 AO FIM','TUPA'); "
RUA;PIRATININGA;17604220;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIRATININGA','17604220','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;PIRATININS;17600100;SP;CENTRO;- ATÉ 1450/1451;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIRATININS','17600100','SP','CENTRO','- ATÉ 1450/1451','TUPA'); "
RUA;PIRATININS;17603040;SP;VILA TUPÃ MIRIM I;- DE 1452/1453 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIRATININS','17603040','SP','VILA TUPÃ MIRIM I','- DE 1452/1453 AO FIM','TUPA'); "
RUA;PLANALTO;17602033;SP;PARQUE IPIRANGA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PLANALTO','17602033','SP','PARQUE IPIRANGA','','TUPA'); "
ALAMEDA;PLYMOUTH;17603690;SP;VILA INGLESA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('ALAMEDA','PLYMOUTH','17603690','SP','VILA INGLESA','','TUPA'); "
RUA;POLICARPO BULGARELLI;17603792;SP;PARQUE RESIDENCIAL CASARI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','POLICARPO BULGARELLI','17603792','SP','PARQUE RESIDENCIAL CASARI','','TUPA'); "
RUA;POLICARPO BULGARELLI;17603460;SP;CONJUNTO HABITACIONAL CINQÜENTENÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','POLICARPO BULGARELLI','17603460','SP','CONJUNTO HABITACIONAL CINQÜENTENÁRIO','','TUPA'); "
RUA;POLÔNIA;17604420;SP;VILA EUROPA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','POLÔNIA','17604420','SP','VILA EUROPA','','TUPA'); "
RUA;POMPÉIA;17604180;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','POMPÉIA','17604180','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;POTIGUARAS;17600110;SP;CENTRO;- ATÉ 290/291;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','POTIGUARAS','17600110','SP','CENTRO','- ATÉ 290/291','TUPA'); "
RUA;POTIGUARAS;17601080;SP;CENTRO;- DE 292/293 A 760/761;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','POTIGUARAS','17601080','SP','CENTRO','- DE 292/293 A 760/761','TUPA'); "
RUA;POTIGUARAS;17600120;SP;CENTRO;- DE 762/763 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','POTIGUARAS','17600120','SP','CENTRO','- DE 762/763 AO FIM','TUPA'); "
RUA;PRIMEIRO DE MAIO;17603250;SP;PARQUE BELA VISTA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PRIMEIRO DE MAIO','17603250','SP','PARQUE BELA VISTA','','TUPA'); "
RUA;PROJETADA TRÊS;17606365;SP;PARQUE INDUSTRIAL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PROJETADA TRÊS','17606365','SP','PARQUE INDUSTRIAL','','TUPA'); "
RUA;PROJETADA UM;17606363;SP;PARQUE INDUSTRIAL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PROJETADA UM','17606363','SP','PARQUE INDUSTRIAL','','TUPA'); "
RUA;PRUDENTE;17603290;SP;JARDIM IDEAL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PRUDENTE','17603290','SP','JARDIM IDEAL','','TUPA'); "
RUA;QUATRO;17610708;SP;JARDIM GUARANI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','QUATRO','17610708','SP','JARDIM GUARANI','','TUPA'); "
RUA;QUATRO;17610730;SP;JARDIM GUARANI II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','QUATRO','17610730','SP','JARDIM GUARANI II','','TUPA'); "
RUA;QUINTANA;17604312;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','QUINTANA','17604312','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;QUINZE DE NOVEMBRO;17605350;SP;VILA INDEPENDÊNCIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','QUINZE DE NOVEMBRO','17605350','SP','VILA INDEPENDÊNCIA','','TUPA'); "
RUA;DOUTOR QUIRINO RUGGIERI TRAVASSOS;17610040;SP;JARDIM CHÁCARA VELINI II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOUTOR QUIRINO RUGGIERI TRAVASSOS','17610040','SP','JARDIM CHÁCARA VELINI II','','TUPA'); "
RUA;DOUTOR QUIRINO RUGGIERI TRAVASSOS;17602773;SP;CONJUNTO HABITACIONAL SEVERINO FORTUNATO DA SILVA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOUTOR QUIRINO RUGGIERI TRAVASSOS','17602773','SP','CONJUNTO HABITACIONAL SEVERINO FORTUNATO DA SILVA','','TUPA'); "
RUA;QUITÉRIA DIAS DA SILVA;17607387;SP;PARQUE UNIVERSITÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','QUITÉRIA DIAS DA SILVA','17607387','SP','PARQUE UNIVERSITÁRIO','','TUPA'); "
RUA;QUITÉRIA DIAS DA SILVA;17607503;SP;PARQUE UNIVERSITÁRIO III;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','QUITÉRIA DIAS DA SILVA','17607503','SP','PARQUE UNIVERSITÁRIO III','','TUPA'); "
RUA;PIONEIRO RAFAEL MOLLEZ;17602087;SP;CHÁCARA VELINI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO RAFAEL MOLLEZ','17602087','SP','CHÁCARA VELINI','','TUPA'); "
RUA;ADVOGADO RAFAEL SERRALVO;17610026;SP;JARDIM CHÁCARA VELINI II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ADVOGADO RAFAEL SERRALVO','17610026','SP','JARDIM CHÁCARA VELINI II','','TUPA'); "
RUA;RAFHAEL CARRION;17607482;SP;PARQUE UNIVERSITÁRIO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RAFHAEL CARRION','17607482','SP','PARQUE UNIVERSITÁRIO II','','TUPA'); "
RUA;RAMON TARIFA;17606130;SP;VILA SANTA AMÁLIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RAMON TARIFA','17606130','SP','VILA SANTA AMÁLIA','','TUPA'); "
RUA;RAPHAEL CARRION;17607410;SP;PARQUE UNIVERSITÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RAPHAEL CARRION','17607410','SP','PARQUE UNIVERSITÁRIO','','TUPA'); "
RUA;RAPHAEL UBEDA GONCALES;17607290;SP;JARDIM IPIRANGA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RAPHAEL UBEDA GONCALES','17607290','SP','JARDIM IPIRANGA','','TUPA'); "
RUA;RAPHAELA BARDELIN;17606380;SP;PARQUE INDUSTRIAL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RAPHAELA BARDELIN','17606380','SP','PARQUE INDUSTRIAL','','TUPA'); "
RUA;RAUL KALAFF BADIN;17605220;SP;VILA VARGAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RAUL KALAFF BADIN','17605220','SP','VILA VARGAS','','TUPA'); "
RUA;PROFESSOR RENATO ROGER RIBEIRO;17602841;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PROFESSOR RENATO ROGER RIBEIRO','17602841','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
RUA;RIGA;17625020;SP;CENTRO(VARPA);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RIGA','17625020','SP','CENTRO(VARPA)','','TUPA'); "
RUA;RINÓPOLIS;17604140;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RINÓPOLIS','17604140','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;RIO CLARO;17602500;SP;JARDIM SANTO ANTÔNIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RIO CLARO','17602500','SP','JARDIM SANTO ANTÔNIO','','TUPA'); "
RUA;RIO DO PEIXE;17625085;SP;CENTRO(VARPA);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RIO DO PEIXE','17625085','SP','CENTRO(VARPA)','','TUPA'); "
RUA;RIO GRANDE DO SUL;17604590;SP;VILA SANTA RITA DE CÁSSIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RIO GRANDE DO SUL','17604590','SP','VILA SANTA RITA DE CÁSSIA','','TUPA'); "
PRAÇA;PIONEIRO ROBERTO ALVES DA CRUZ;17602075;SP;PARQUE DOM BOSCO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('PRAÇA','PIONEIRO ROBERTO ALVES DA CRUZ','17602075','SP','PARQUE DOM BOSCO','','TUPA'); "
RUA;ROBERTO CORRÊA MACHADO;17603576;SP;JARDIM JAÇANÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ROBERTO CORRÊA MACHADO','17603576','SP','JARDIM JAÇANÃ','','TUPA'); "
RUA;ROBERTO VICENTE REIS;17606361;SP;PARQUE INDUSTRIAL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ROBERTO VICENTE REIS','17606361','SP','PARQUE INDUSTRIAL','','TUPA'); "
RUA;ROGER RODRIGUES;17603742;SP;FREDYVILLE;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ROGER RODRIGUES','17603742','SP','FREDYVILLE','','TUPA'); "
ESTRADA VICINAL;ROMÃO LOPES MARTINS - PIONEIRO;17602414;SP;JARDIM MARABÁ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('ESTRADA VICINAL','ROMÃO LOPES MARTINS - PIONEIRO','17602414','SP','JARDIM MARABÁ','','TUPA'); "
RUA;PIONEIRO ROMEU MANOEL DOS SANTOS;17604680;SP;JARDIM GUANABARA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO ROMEU MANOEL DOS SANTOS','17604680','SP','JARDIM GUANABARA','','TUPA'); "
RUA;MARECHAL RONDON;17602581;SP;PARQUE PRESIDENTE KENEDY;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','MARECHAL RONDON','17602581','SP','PARQUE PRESIDENTE KENEDY','','TUPA'); "
PRAÇA;MARECHAL RONDON;17600444;SP;CENTRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('PRAÇA','MARECHAL RONDON','17600444','SP','CENTRO','','TUPA'); "
RUA;ROSA MAGI CONVENTO;17607152;SP;VILA ABARCA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ROSA MAGI CONVENTO','17607152','SP','VILA ABARCA','','TUPA'); "
RUA;DAS ROSAS;17606210;SP;VILA ALVORADA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DAS ROSAS','17606210','SP','VILA ALVORADA','','TUPA'); "
RUA;RUBENS MOREIRA;17610535;SP;CONJUNTO HABITACIONAL PAPA JOÃO PAULO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RUBENS MOREIRA','17610535','SP','CONJUNTO HABITACIONAL PAPA JOÃO PAULO II','','TUPA'); "
RUA;RUI BARBOSA;17605370;SP;VILA INDEPENDÊNCIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RUI BARBOSA','17605370','SP','VILA INDEPENDÊNCIA','','TUPA'); "
PRAÇA;RUI BARBOSA;17604011;SP;CENTRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('PRAÇA','RUI BARBOSA','17604011','SP','CENTRO','','TUPA'); "
RUA;RUI BARBOSA;17625065;SP;CENTRO(VARPA);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RUI BARBOSA','17625065','SP','CENTRO(VARPA)','','TUPA'); "
RUA;RUI SÉRGIO QUINHONEIRO;17602766;SP;CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RUI SÉRGIO QUINHONEIRO','17602766','SP','CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL','','TUPA'); "
RUA;RUI WAGNER GARCIA;17604190;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RUI WAGNER GARCIA','17604190','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;RUPAVE;17607618;SP;RESIDENCIAL RESERVA TUPÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RUPAVE','17607618','SP','RESIDENCIAL RESERVA TUPÃ','','TUPA'); "
ÁREA;RURAL;17626899;SP;ÁREA RURAL DE TUPÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('ÁREA','RURAL','17626899','SP','ÁREA RURAL DE TUPÃ','','TUPA'); "
RUA;SABINO PEREIRA PARDINHO;17603790;SP;JARDIM CYBELLE;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SABINO PEREIRA PARDINHO','17603790','SP','JARDIM CYBELLE','','TUPA'); "
RUA;SADY DUTRA SARLO;17602120;SP;PARQUE IBIRAPUERA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SADY DUTRA SARLO','17602120','SP','PARQUE IBIRAPUERA','','TUPA'); "
RUA;VEREADOR SALVADOR PONCE;17607161;SP;JARDIM RESIDENCIAL AOKI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','VEREADOR SALVADOR PONCE','17607161','SP','JARDIM RESIDENCIAL AOKI','','TUPA'); "
RUA;SANTOS DUMONT;17606080;SP;VILA AVIAÇÃO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SANTOS DUMONT','17606080','SP','VILA AVIAÇÃO','','TUPA'); "
PRAÇA;SÃO PAULO;17602161;SP;PARQUE GUAIANAZES;(APÓSTOLO);TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('PRAÇA','SÃO PAULO','17602161','SP','PARQUE GUAIANAZES','(APÓSTOLO)','TUPA'); "
RUA;SATURNINO SANTOS LOURENÇO;17601220;SP;VILA ABARCA;- ATÉ 130/131;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SATURNINO SANTOS LOURENÇO','17601220','SP','VILA ABARCA','- ATÉ 130/131','TUPA'); "
RUA;SATURNINO SANTOS LOURENÇO;17607030;SP;JARDIM RUBIÁCEA;- DE 132/133 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SATURNINO SANTOS LOURENÇO','17607030','SP','JARDIM RUBIÁCEA','- DE 132/133 AO FIM','TUPA'); "
RUA;SÃO SEBASTIÃO;17606270;SP;JARDIM NOSSA SENHORA DE FÁTIMA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SÃO SEBASTIÃO','17606270','SP','JARDIM NOSSA SENHORA DE FÁTIMA','','TUPA'); "
RUA;SÃO SEBASTIÃO;17607370;SP;PARQUE UNIVERSITÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SÃO SEBASTIÃO','17607370','SP','PARQUE UNIVERSITÁRIO','','TUPA'); "
RUA;SÃO SEBASTIÃO;17607476;SP;PARQUE UNIVERSITÁRIO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SÃO SEBASTIÃO','17607476','SP','PARQUE UNIVERSITÁRIO II','','TUPA'); "
RUA;COMERCIANTE SEBASTIÃO DE OLIVEIRA;17602767;SP;CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','COMERCIANTE SEBASTIÃO DE OLIVEIRA','17602767','SP','CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL','','TUPA'); "
RUA;COMERCIANTE SEBASTIÃO FÉLIX DA SILVA;17602687;SP;JARDIM UNESP;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','COMERCIANTE SEBASTIÃO FÉLIX DA SILVA','17602687','SP','JARDIM UNESP','','TUPA'); "
RUA;SEBASTIÃO FERREIRA DE DEUS;17623005;SP;CENTRO(UNIVERSO);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SEBASTIÃO FERREIRA DE DEUS','17623005','SP','CENTRO(UNIVERSO)','','TUPA'); "
RUA;SEIS;17607563;SP;JARDIM MORUMBI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SEIS','17607563','SP','JARDIM MORUMBI','','TUPA'); "
RUA;SERAPHINA ETELVINA PAGLIUSO;17601480;SP;VILA SIDURO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SERAPHINA ETELVINA PAGLIUSO','17601480','SP','VILA SIDURO','','TUPA'); "
RUA;SÉRGIO BEVILACQUA;17602849;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SÉRGIO BEVILACQUA','17602849','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
