Tipo;Endereco;CEP;UF;Bairro;Numeracao;Localidade;;
RUA;COROADOS;17600010;SP;CENTRO;- ATÉ 1600/1601;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','COROADOS','17600010','SP','CENTRO','- ATÉ 1600/1601','TUPA'); "
RUA;COROADOS;17603020;SP;VILA TUPÃ MIRIM I;- DE 1602/1603 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','COROADOS','17603020','SP','VILA TUPÃ MIRIM I','- DE 1602/1603 AO FIM','TUPA'); "
RUA;CUBA;17605255;SP;JARDIM AMÉRICA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','CUBA','17605255','SP','JARDIM AMÉRICA','','TUPA'); "
AVENIDA;D;17603823;SP;DISTRITO INDUSTRIAL EIZI HIRANO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','D','17603823','SP','DISTRITO INDUSTRIAL EIZI HIRANO','','TUPA'); "
RUA;DANIEL APPARÍCIO;17602492;SP;JARDIM ITAIPU;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DANIEL APPARÍCIO','17602492','SP','JARDIM ITAIPU','','TUPA'); "
RUA;DANTE MORCELLI;17602660;SP;CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DANTE MORCELLI','17602660','SP','CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO','','TUPA'); "
RUA;DANTE MORCELLI;17602673;SP;JARDIM UNESP;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DANTE MORCELLI','17602673','SP','JARDIM UNESP','','TUPA'); "
RUA;DARCI;17605130;SP;VILA VARGAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DARCI','17605130','SP','VILA VARGAS','','TUPA'); "
RUA;DARCI APARECIDO GARCIA;17602853;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DARCI APARECIDO GARCIA','17602853','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
RUA;DARCY FRANCESCHI;17607558;SP;JARDIM MORUMBI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DARCY FRANCESCHI','17607558','SP','JARDIM MORUMBI','','TUPA'); "
RUA;PIONEIRO DÁRIO MAGNANI;17606383;SP;PARQUE INDUSTRIAL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO DÁRIO MAGNANI','17606383','SP','PARQUE INDUSTRIAL','','TUPA'); "
RUA;DAVID CARAN;17603120;SP;VILA TUPÃ MIRIM I;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DAVID CARAN','17603120','SP','VILA TUPÃ MIRIM I','','TUPA'); "
RUA;DÉCIO DE ALMEIDA MORAES;17603160;SP;VILA MARAJOARA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DÉCIO DE ALMEIDA MORAES','17603160','SP','VILA MARAJOARA','','TUPA'); "
RUA;DEMÉTRIO HRISTAFOR SEIREC BASAN;17604725;SP;JARDIM GUANABARA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DEMÉTRIO HRISTAFOR SEIREC BASAN','17604725','SP','JARDIM GUANABARA','','TUPA'); "
RUA;DIAMANTINO ALVES;17602704;SP;JARDIM ARITANA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DIAMANTINO ALVES','17602704','SP','JARDIM ARITANA','','TUPA'); "
PRAÇA;DIAMANTINO RIBAS DE FREITAS;17603131;SP;VILA TUPÃ MIRIM I;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('PRAÇA','DIAMANTINO RIBAS DE FREITAS','17603131','SP','VILA TUPÃ MIRIM I','','TUPA'); "
RUA;DIMAS BASTOS;17602250;SP;VILA SANTA INEZ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DIMAS BASTOS','17602250','SP','VILA SANTA INEZ','','TUPA'); "
RUA;DINAMARCA;17604390;SP;VILA EUROPA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DINAMARCA','17604390','SP','VILA EUROPA','','TUPA'); "
RUA;DINAMARCA;17623040;SP;CENTRO(UNIVERSO);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DINAMARCA','17623040','SP','CENTRO(UNIVERSO)','','TUPA'); "
RUA;PIONEIRO DIOGO SANCHES SANCHES;17602757;SP;CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO DIOGO SANCHES SANCHES','17602757','SP','CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL','','TUPA'); "
RUA;DIRCE LAPLACA;17607400;SP;PARQUE UNIVERSITÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DIRCE LAPLACA','17607400','SP','PARQUE UNIVERSITÁRIO','','TUPA'); "
RUA;DIRCE LAPLACA;17607480;SP;PARQUE UNIVERSITÁRIO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DIRCE LAPLACA','17607480','SP','PARQUE UNIVERSITÁRIO II','','TUPA'); "
RUA;DJALMA BARBOSA BELFORT;17602678;SP;JARDIM UNESP;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DJALMA BARBOSA BELFORT','17602678','SP','JARDIM UNESP','','TUPA'); "
AVENIDA;DOIS;17602834;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','DOIS','17602834','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
RUA;DOIS;17625120;SP;CENTRO(VARPA);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOIS','17625120','SP','CENTRO(VARPA)','','TUPA'); "
RUA;DOIS;17610704;SP;JARDIM GUARANI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOIS','17610704','SP','JARDIM GUARANI','','TUPA'); "
RUA;DOIS;17610726;SP;JARDIM GUARANI II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOIS','17610726','SP','JARDIM GUARANI II','','TUPA'); "
RUA;DOMACIL APARICIO ROQUE;17602134;SP;PARQUE IBIRAPUERA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOMACIL APARICIO ROQUE','17602134','SP','PARQUE IBIRAPUERA','','TUPA'); "
RUA;DOMINGOS DA COSTA LOPES;17602679;SP;JARDIM UNESP;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOMINGOS DA COSTA LOPES','17602679','SP','JARDIM UNESP','','TUPA'); "
RUA;DOMINGOS DA COSTA LOPES;17602496;SP;JARDIM ITAIPU;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOMINGOS DA COSTA LOPES','17602496','SP','JARDIM ITAIPU','','TUPA'); "
RUA;DOMINGOS HERMENEGILDO;17607033;SP;JARDIM RUBIÁCEA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOMINGOS HERMENEGILDO','17607033','SP','JARDIM RUBIÁCEA','','TUPA'); "
RUA;DOMINGOS PIVA;17603200;SP;VILA MARAJOARA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOMINGOS PIVA','17603200','SP','VILA MARAJOARA','','TUPA'); "
RUA;PIONEIRO DOMINGOS TRIVELONI;17602200;SP;VILA SÃO JOSÉ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO DOMINGOS TRIVELONI','17602200','SP','VILA SÃO JOSÉ','','TUPA'); "
VIADUTO;DORA GOLDMAN;17604643;SP;VILA SANTA RITA DE CÁSSIA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('VIADUTO','DORA GOLDMAN','17604643','SP','VILA SANTA RITA DE CÁSSIA','','TUPA'); "
RUA;DORA RODRIGUES;17610475;SP;CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DORA RODRIGUES','17610475','SP','CONJUNTO HABITACIONAL DEPUTADO JAMIL DUALIBI','','TUPA'); "
RUA;RADIALISTA DORIVAL JORGE;17602667;SP;CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','RADIALISTA DORIVAL JORGE','17602667','SP','CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO','','TUPA'); "
RUA;DRUVA;17625010;SP;CENTRO(VARPA);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DRUVA','17625010','SP','CENTRO(VARPA)','','TUPA'); "
RUA;DUARTINA;17604270;SP;VILA DAS INDÚSTRIAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DUARTINA','17604270','SP','VILA DAS INDÚSTRIAS','','TUPA'); "
RUA;EDINILTON DUARTE DOS SANTOS;17602261;SP;PARQUE SÃO PEDRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EDINILTON DUARTE DOS SANTOS','17602261','SP','PARQUE SÃO PEDRO','','TUPA'); "
RUA;EDMUNDO BLUNER;17607390;SP;PARQUE UNIVERSITÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EDMUNDO BLUNER','17607390','SP','PARQUE UNIVERSITÁRIO','','TUPA'); "
RUA;EDMUNDO GIANSANTE;17607153;SP;VILA ABARCA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EDMUNDO GIANSANTE','17607153','SP','VILA ABARCA','','TUPA'); "
RUA;DOUTOR EDSON BERNARDI;17602840;SP;CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DOUTOR EDSON BERNARDI','17602840','SP','CONJUNTO HABITACIONAL ANTÔNIO PEREIRA GASPAR','','TUPA'); "
AVENIDA;DOUTOR EDU TEIXEIRA DE MENDONÇA;17605240;SP;JARDIM AMÉRICA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','DOUTOR EDU TEIXEIRA DE MENDONÇA','17605240','SP','JARDIM AMÉRICA','','TUPA'); "
RUA;EDUARDO;17602230;SP;VILA SANTA INEZ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EDUARDO','17602230','SP','VILA SANTA INEZ','','TUPA'); "
RUA;MARECHAL-DO-AR EDUARDO GOMES;17607450;SP;JARDIM CEREJEIRAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','MARECHAL-DO-AR EDUARDO GOMES','17607450','SP','JARDIM CEREJEIRAS','','TUPA'); "
AVENIDA;MARECHAL-DO-AR EDUARDO GOMES;17607580;SP;RESIDENCIAL RESERVA TUPÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','MARECHAL-DO-AR EDUARDO GOMES','17607580','SP','RESIDENCIAL RESERVA TUPÃ','','TUPA'); "
RUA;EDUARDO ZAMATARO;17602132;SP;PARQUE IBIRAPUERA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EDUARDO ZAMATARO','17602132','SP','PARQUE IBIRAPUERA','','TUPA'); "
RUA;EGRE;17625015;SP;CENTRO(VARPA);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EGRE','17625015','SP','CENTRO(VARPA)','','TUPA'); "
RUA;ESPORTISTA ELIAS KENAIFES;17602737;SP;CONJUNTO HABITACIONAL CÔNEGO EDUARDO REBOUÇAS DE CARVALHO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ESPORTISTA ELIAS KENAIFES','17602737','SP','CONJUNTO HABITACIONAL CÔNEGO EDUARDO REBOUÇAS DE CARVALHO','','TUPA'); "
RUA;ELÓI GARCIA PRIMAZ;17602655;SP;CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ELÓI GARCIA PRIMAZ','17602655','SP','CONJUNTO HABITACIONAL JOSÉ MARIA GONÇALVES GAMEIRO','','TUPA'); "
RUA;ELÓI GARCIA PRIMAZ;17602731;SP;CONJUNTO HABITACIONAL VEREADOR JOAQUIM RIBEIRO PORTO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ELÓI GARCIA PRIMAZ','17602731','SP','CONJUNTO HABITACIONAL VEREADOR JOAQUIM RIBEIRO PORTO','','TUPA'); "
RUA;ELPÍDIO DE PAULA MACHADO;17620025;SP;CENTRO(PARNASO);LADO ÍMPAR;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ELPÍDIO DE PAULA MACHADO','17620025','SP','CENTRO(PARNASO)','LADO ÍMPAR','TUPA'); "
RUA;ELPÍDIO DE PAULA MACHADO;17620070;SP;CONJUNTO HABITACIONAL JOSÉ SERRANO(PARNASO);LADO PAR;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ELPÍDIO DE PAULA MACHADO','17620070','SP','CONJUNTO HABITACIONAL JOSÉ SERRANO(PARNASO)','LADO PAR','TUPA'); "
RUA;EMBIÁ;17607599;SP;RESIDENCIAL RESERVA TUPÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EMBIÁ','17607599','SP','RESIDENCIAL RESERVA TUPÃ','','TUPA'); "
RUA;DAS EMBUIAS;17603852;SP;DELTA VILLE TÊNIS CLUB;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DAS EMBUIAS','17603852','SP','DELTA VILLE TÊNIS CLUB','','TUPA'); "
RUA;EMÍLIO RUIZ;17603572;SP;JARDIM JAÇANÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EMÍLIO RUIZ','17603572','SP','JARDIM JAÇANÃ','','TUPA'); "
RUA;PROFESSORA ENEDINA BOTTEON;17607464;SP;JARDIM CEREJEIRAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PROFESSORA ENEDINA BOTTEON','17607464','SP','JARDIM CEREJEIRAS','','TUPA'); "
RUA;PROFESSORA ENEDINA BOTTEON;17607569;SP;JARDIM MORUMBI;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PROFESSORA ENEDINA BOTTEON','17607569','SP','JARDIM MORUMBI','','TUPA'); "
RUA;EQUADOR;17605300;SP;JARDIM AMÉRICA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EQUADOR','17605300','SP','JARDIM AMÉRICA','','TUPA'); "
RUA;ERCILIA CUNHA LEITE;17607112;SP;JARDIM RESIDENCIAL TOLEDO VILLE;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ERCILIA CUNHA LEITE','17607112','SP','JARDIM RESIDENCIAL TOLEDO VILLE','','TUPA'); "
AVENIDA;CAPITÃO ERMILDO THOMAZINE;17603580;SP;VILA INGLESA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','CAPITÃO ERMILDO THOMAZINE','17603580','SP','VILA INGLESA','','TUPA'); "
RUA;ERNESTO COQUEMALA;17602670;SP;JARDIM UNESP;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ERNESTO COQUEMALA','17602670','SP','JARDIM UNESP','','TUPA'); "
RUA;ERNESTO COQUEMALA;17610505;SP;CONJUNTO HABITACIONAL PAPA JOÃO PAULO II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ERNESTO COQUEMALA','17610505','SP','CONJUNTO HABITACIONAL PAPA JOÃO PAULO II','','TUPA'); "
RUA;ERNESTO DA COSTA;17604480;SP;PARQUE TABAJARAS;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ERNESTO DA COSTA','17604480','SP','PARQUE TABAJARAS','','TUPA'); "
RUA;SERVIDOR PÚBLICO MUNICIPAL ERNESTO GOLDONI;17610417;SP;NOVA TUPÃ;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','SERVIDOR PÚBLICO MUNICIPAL ERNESTO GOLDONI','17610417','SP','NOVA TUPÃ','','TUPA'); "
RUA;ERNESTO MARTINS SILVA;17603090;SP;VILA TUPÃ MIRIM I;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ERNESTO MARTINS SILVA','17603090','SP','VILA TUPÃ MIRIM I','','TUPA'); "
RUA;ESPANHA;17623050;SP;CENTRO(UNIVERSO);LADO ÍMPAR;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ESPANHA','17623050','SP','CENTRO(UNIVERSO)','LADO ÍMPAR','TUPA'); "
RUA;ESPANHA;17623070;SP;CONJUNTO HABITACIONAL IZIDORO GIROTO(UNIVERSO);LADO PAR;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ESPANHA','17623070','SP','CONJUNTO HABITACIONAL IZIDORO GIROTO(UNIVERSO)','LADO PAR','TUPA'); "
RUA;ESPERANÇA;17601390;SP;VILA SANTA HELENA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ESPERANÇA','17601390','SP','VILA SANTA HELENA','','TUPA'); "
RUA;DA ESPERANÇA;17625095;SP;CENTRO(VARPA);;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','DA ESPERANÇA','17625095','SP','CENTRO(VARPA)','','TUPA'); "
RUA;ESTADOS UNIDOS;17605253;SP;JARDIM AMÉRICA;- ATÉ 1018/1019;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ESTADOS UNIDOS','17605253','SP','JARDIM AMÉRICA','- ATÉ 1018/1019','TUPA'); "
RUA;ESTADOS UNIDOS;17606020;SP;PARQUE DAS NAÇÕES;- DE 1020/1021 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ESTADOS UNIDOS','17606020','SP','PARQUE DAS NAÇÕES','- DE 1020/1021 AO FIM','TUPA'); "
RUA;ESTADOS UNIDOS;17623065;SP;CONJUNTO HABITACIONAL IZIDORO GIROTO(UNIVERSO);LADO ÍMPAR;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ESTADOS UNIDOS','17623065','SP','CONJUNTO HABITACIONAL IZIDORO GIROTO(UNIVERSO)','LADO ÍMPAR','TUPA'); "
RUA;ESTADOS UNIDOS;17623055;SP;CENTRO(UNIVERSO);LADO PAR;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ESTADOS UNIDOS','17623055','SP','CENTRO(UNIVERSO)','LADO PAR','TUPA'); "
RUA;ESTEFAN GELEZOGLO;17603150;SP;VILA TUPÃ MIRIM I;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ESTEFAN GELEZOGLO','17603150','SP','VILA TUPÃ MIRIM I','','TUPA'); "
RUA;PIONEIRO ESTEVAM SCOMBATTI;17606370;SP;PARQUE INDUSTRIAL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','PIONEIRO ESTEVAM SCOMBATTI','17606370','SP','PARQUE INDUSTRIAL','','TUPA'); "
RUA;EUCLÍDES ALEXANDRE DOS SANTOS;17607449;SP;PARQUE UNIVERSITÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EUCLÍDES ALEXANDRE DOS SANTOS','17607449','SP','PARQUE UNIVERSITÁRIO','','TUPA'); "
RUA;ALFAIATE EUCLIDES BONZANINI;17602756;SP;CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','ALFAIATE EUCLIDES BONZANINI','17602756','SP','CONJUNTO HABITACIONAL DOUTOR WALTER PIMENTEL','','TUPA'); "
RUA;EUCLIDES BORGES DE AZEVEDO;17606410;SP;NÚCLEO HABITACIONAL AUGUSTO ROSIN;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EUCLIDES BORGES DE AZEVEDO','17606410','SP','NÚCLEO HABITACIONAL AUGUSTO ROSIN','','TUPA'); "
RUA;EUCLIDES DA CUNHA;17602490;SP;JARDIM ITAIPU;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EUCLIDES DA CUNHA','17602490','SP','JARDIM ITAIPU','','TUPA'); "
AVENIDA;DOUTOR EUGÊNIO GERALDO CASALE;17610023;SP;JARDIM CHÁCARA VELINI II;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('AVENIDA','DOUTOR EUGÊNIO GERALDO CASALE','17610023','SP','JARDIM CHÁCARA VELINI II','','TUPA'); "
RUA;EURICO DA SILVA MORAES;17601230;SP;VILA ABARCA;- ATÉ 190/191;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EURICO DA SILVA MORAES','17601230','SP','VILA ABARCA','- ATÉ 190/191','TUPA'); "
RUA;EURICO DA SILVA MORAES;17607040;SP;JARDIM RUBIÁCEA;- DE 192/193 AO FIM;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EURICO DA SILVA MORAES','17607040','SP','JARDIM RUBIÁCEA','- DE 192/193 AO FIM','TUPA'); "
RUA;EURÍPEDES SOARES DA ROCHA;17603560;SP;CONJUNTO HABITACIONAL CINQÜENTENÁRIO;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EURÍPEDES SOARES DA ROCHA','17603560','SP','CONJUNTO HABITACIONAL CINQÜENTENÁRIO','','TUPA'); "
RUA;EVARISTO QUINQUIO;17603255;SP;PARQUE BELA VISTA;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','EVARISTO QUINQUIO','17603255','SP','PARQUE BELA VISTA','','TUPA'); "
RUA;FAUSTINO DANELUTTI;17602493;SP;JARDIM ITAIPU;;TUPA;;"INSERT INTO #TBTMP (Tipo,Endereco,CEP,UF,Bairro,Numeracao,Localidade) VALUE ('RUA','FAUSTINO DANELUTTI','17602493','SP','JARDIM ITAIPU','','TUPA'); "
